no,업체ID,업체명,시도,시군구,도로명주소,지번주소,우편번호,위도,경도,좌표_상태,전화번호,전화번호_유형,연락가능,영업상태,인허가일자,보호복_수,수동분무기_수,동력분무기_수,초미립자살포기_수,진공청소기_수,방독면_수,개방자치단체코드,최종수정일시
221,PHMB520205060023042500009,청솔,경상북도,김천시,경상북도 김천시 어모면 산업단지1로 24,,39536,36.156407,128.117707,정상,,없음,False,영업중,2020-12-02,5,3,0,1,1,5,5060000,2020-12-06 13:26:26
222,PHMB520265060023042500003,청수방역,경상북도,김천시,"경상북도 김천시 물망골길 30, 1층 (삼락동)",,39518,36.143562,128.095392,정상,,없음,False,영업중,2026-04-13,2,3,0,1,1,2,5060000,2026-04-14 09:02:49
223,PHMB520265060023042500006,크로바클린용역,경상북도,김천시,"경상북도 김천시 자산로 103, 2층 (성내동)",경상북도 김천시 성내동 201-12,39590,36.120421,128.120572,정상,,없음,False,영업중,2026-08-24,10,3,0,1,1,5,5060000,2026-08-26 17:50:22
224,PHMB520245060023042500003,클레온방역,경상북도,김천시,경상북도 김천시 김천로 207 (황금동),경상북도 김천시 황금동 5-10,39596,36.118605,128.123244,정상,,없음,False,영업중,2024-06-05,10,3,0,1,2,5,5060000,2026-02-25 15:01:25
225,PHMB520225060023042500003,클린세이프,경상북도,김천시,"경상북도 김천시 남산공원길 67, 대영아트빌 1층 (남산동)",경상북도 김천시 남산동 9-12 대영아트빌,39596,36.117755,128.119143,정상,,없음,False,영업중,2022-10-06,5,4,0,3,1,5,5060000,2022-10-06 13:07:23
226,PHMB520265060023042500001,푸른환경관리,경상북도,김천시,"경상북도 김천시 줄버드나무길 31, 1층 (황금동)",경상북도 김천시 황금동 56,39595,36.117489,128.123141,정상,,없음,False,영업중,2026-02-02,5,3,0,1,1,5,5060000,2026-02-03 14:14:02
227,PHMB520125120021042500001,(주)대평개발,경상북도,문경시,경상북도 문경시 문경읍 문희로 26,경상북도 문경시 문경읍 하리 212-1,36917,36.734585,128.108809,정상,,없음,False,영업중,2012-02-14,5,5,1,1,1,5,5120000,2026-03-23 10:22:24
228,PHMB520185120021042500002,(주)동진엠엔에스,경상북도,문경시,경상북도 문경시 여고동산길 3 (점촌동),경상북도 문경시 점촌동 471번지 105호,36954,36.59485,128.196062,정상,,없음,False,영업중,2018-06-20,5,3,0,1,1,5,5120000,2025-02-13 16:49:00
229,PHMB520245120232042500003,(주)스마일,경상북도,문경시,경상북도 문경시 진곡길 128 (공평동),경상북도 문경시 공평동 608-1,36991,36.605374,128.170196,정상,,없음,False,영업중,2024-02-26,5,3,0,1,1,5,5120000,2026-05-29 17:32:34
230,PHMB520075120021042500001,(주)우리 씨앤씨,경상북도,문경시,경상북도 문경시 남부4길 6 (모전동),경상북도 문경시 모전동 76번지 16호,36950,36.586264,128.193993,정상,,없음,False,영업중,2007-04-05,5,5,1,1,5,5,5120000,2022-04-25 15:34:31
231,PHMB520245120232042500007,(주)하나엔텍,경상북도,문경시,경상북도 문경시 영순면 영순공단길 6,경상북도 문경시 영순면 율곡리 1091,36943,36.559172,128.234885,정상,054-553-6007,유선,True,영업중,2024-05-21,5,3,0,1,1,5,5120000,2024-11-13 09:38:02
232,PHMB520095120021042500002,(주)행복한일터,경상북도,문경시,경상북도 문경시 호서로 196 (흥덕동),경상북도 문경시 흥덕동 559번지 2호,36960,36.61102,128.205438,정상,,없음,False,영업중,2009-06-02,5,5,1,1,4,5,5120000,2015-07-21 15:32:17
233,PHMB520025120021042500001,그린써비스,경상북도,문경시,경상북도 문경시 모전6길 3 (모전동),경상북도 문경시 모전동 634번지 3호,36976,36.591122,128.184301,정상,054-552-6366,유선,True,영업중,2002-01-08,5,5,1,1,1,5,5120000,2023-05-22 10:35:26
234,PHMB519905120021042500001,대실산업,경상북도,문경시,경상북도 문경시 점촌1길 47 (점촌동),경상북도 문경시 점촌동 47번지,36969,36.593353,128.202977,정상,,없음,False,영업중,1990-02-20,5,5,1,1,1,5,5120000,2024-11-29 17:32:49
235,PHMB520245120232042500001,대한크린개발,경상북도,문경시,경상북도 문경시 우지공평로 25 (우지동),경상북도 문경시 우지동 14-2,36959,36.615816,128.204072,정상,,없음,False,영업중,2024-01-12,5,3,0,1,1,5,5120000,2024-01-12 16:14:23
236,PHMB520265120232042500001,문경에어케어·엠클린·엠피팅,경상북도,문경시,경상북도 문경시 당교3길 74-1 (모전동),경상북도 문경시 모전동 888-6,36985,36.584182,128.18378,정상,,없음,False,영업중,2026-07-16,5,3,0,1,2,5,5120000,2026-07-31 13:02:09
237,PHMB520225120232042500001,문경클린,경상북도,문경시,"경상북도 문경시 신흥로 163, 중앙관광 (점촌동)",,36970,36.595641,128.20228,정상,054-554-8979,유선,True,영업중,2022-01-21,5,3,0,1,1,5,5120000,2024-12-10 14:54:46
238,PHMB520255120232042500001,삼은용역,경상북도,문경시,"경상북도 문경시 신흥3길 17, 1층 (흥덕동)",경상북도 문경시 흥덕동 795-8,36967,36.600336,128.20466,정상,,없음,False,영업중,2025-05-26,5,3,0,1,1,5,5120000,2025-05-26 14:53:06
239,PHMB520245120232042500006,씨엔지용역,경상북도,문경시,경상북도 문경시 중앙로 72-1 (점촌동),경상북도 문경시 점촌동 179-3,36949,36.592082,128.196914,정상,,없음,False,영업중,2024-04-09,5,3,0,1,2,5,5120000,2024-04-11 10:22:20
240,PHMB520235120232042500004,예스클린,경상북도,문경시,경상북도 문경시 신흥2길 7 (흥덕동),경상북도 문경시 흥덕동 801-8,36967,36.598746,128.20547,정상,,없음,False,영업중,2023-12-27,5,3,0,1,2,5,5120000,2023-12-27 14:46:29
241,PHMB520115120021042500003,제로시스템,경상북도,문경시,경상북도 문경시 시청3길 10 (모전동),경상북도 문경시 모전동 264번지 1호 현대아파트 상가 2층 203,36980,36.58885,128.188395,정상,,없음,False,영업중,2011-10-06,5,5,1,1,2,5,5120000,2022-06-22 07:26:17
242,PHMB520235120232042500002,주식회사 네오에스피,경상북도,문경시,경상북도 문경시 신흥로 216 (흥덕동),경상북도 문경시 흥덕동 802-1,36967,36.599599,128.205391,정상,,없음,False,영업중,2023-12-12,40,5,0,6,1,5,5120000,2023-12-12 17:16:49
243,PHMB520245120232042500005,주식회사 다한다,경상북도,문경시,경상북도 문경시 신흥로 132 (점촌동),경상북도 문경시 점촌동 142-6,36947,36.593049,128.200794,정상,,없음,False,영업중,2024-03-18,5,3,0,1,1,5,5120000,2024-03-28 16:23:18
244,PHMB520235120232042500001,중앙방역.소독.청소.인력 공사,경상북도,문경시,"경상북도 문경시 신흥2길 1, 성운개발 (흥덕동)",경상북도 문경시 흥덕동 802-7 성운개발,36967,36.598981,128.204958,정상,054-556-2356,유선,True,영업중,2023-11-15,5,3,0,1,2,5,5120000,2023-11-16 10:39:19
245,PHMB520245120232042500002,청정문경케어,경상북도,문경시,경상북도 문경시 문경읍 주흘1길 20,경상북도 문경시 문경읍 하리 86-6,36917,36.736059,128.106805,정상,,없음,False,영업중,2024-02-15,5,3,0,1,1,5,5120000,2024-02-15 17:39:20
246,PHMB520225120232042500004,하나방역(경북 북부지사),경상북도,문경시,경상북도 문경시 신흥로 155(점촌동),,36970,36.595045,128.201743,정상,,없음,False,영업중,2022-08-22,5,3,0,1,5,5,5120000,2023-01-19 18:12:42
247,PHMB520205240011042500002,BF스포츠몰,경상북도,봉화군,경상북도 봉화군 봉화읍 내성로 105,,36238,36.891711,128.740125,정상,,없음,False,영업중,2020-08-04,5,3,0,1,1,5,5240000,2025-01-07 11:13:53
248,PHMB520075240011042500001,경북봉화방역,경상북도,봉화군,경상북도 봉화군 명호면 비나리길 150-55,경상북도 봉화군 명호면 풍호리 245,36255,36.841862,128.879388,정상,,없음,False,영업중,2007-05-14,5,5,1,1,1,5,5240000,2025-05-09 16:00:06
249,PHMB520225240011042500001,울타리종합환경,경상북도,봉화군,"경상북도 봉화군 봉화읍 신시장1길 4, 제2상설시장 가동 1층 106호",경상북도 봉화군 봉화읍 내성리 394-1 제2상설시장,36239,36.889933,128.735764,정상,,없음,False,영업중,2022-12-30,5,5,0,1,1,5,5240000,2023-01-15 09:05:58
250,PHMB520205240011042500001,주식회사 삼봉나르샤,경상북도,봉화군,경상북도 봉화군 봉화읍 내성로4길 35,경상북도 봉화군 봉화읍 내성리 273-5,36238,36.89096,128.7408,정상,054-672-4185,유선,True,영업중,2020-07-02,5,3,0,1,1,5,5240000,2020-07-10 18:37:14
251,PHMB520245240011042500001,파인케어서비스,경상북도,봉화군,경상북도 봉화군 봉화읍 봉래길 5-1,경상북도 봉화군 봉화읍 내성리 133,36238,36.878197,128.741717,정상,,없음,False,영업중,2024-06-07,5,3,0,1,1,5,5240000,2025-03-27 11:14:06
252,PHMB519935110034042500001,(주)제일기업,경상북도,상주시,경상북도 상주시 삼백로 60-9 (무양동),경상북도 상주시 무양동 287번지 11호,37183,36.417688,128.150319,정상,054-534-1632,유선,True,영업중,1993-05-11,5,5,1,1,1,5,5110000,2023-02-17 17:26:55
253,PHMB520045110034042500003,OK가가,경상북도,상주시,경상북도 상주시 왕산로 208 (성하동),,37194,36.414854,128.162986,정상,054-531-2714,유선,True,영업중,2004-10-12,5,5,1,1,1,5,5110000,2023-02-17 17:23:07
254,PHMB520135110034042500002,금화조경건설주식회사,경상북도,상주시,경상북도 상주시 경상대로 3175 (만산동),경상북도 상주시 만산동 617번지,37161,36.430417,128.15214,정상,054-533-0783,유선,True,영업중,2013-02-04,5,5,1,1,1,5,5110000,2023-02-17 17:15:15
255,PHMB520195110034042500001,꿈마을보호작업장,경상북도,상주시,경상북도 상주시 내서면 신촌3길 77,,37150,36.407619,128.067249,정상,054-533-5545,유선,True,영업중,2019-02-12,5,3,0,1,1,5,5110000,2023-11-21 15:41:32
256,PHMB520245110034042500001,늘푸른,경상북도,상주시,"경상북도 상주시 청리면 청리중앙로 167, 3층",경상북도 상주시 청리면 원장리 829-5,37255,36.340305,128.130233,정상,,없음,False,영업중,2024-08-08,5,3,0,1,1,5,5110000,2024-08-08 11:58:57
257,PHMB520135110034042500001,대림방역,경상북도,상주시,경상북도 상주시 삼백로 304 (복룡동),경상북도 상주시 냉림동 43번지 1호 21통 4반 냉림지엘리더스파크 101동 1108호,37238,36.420928,128.165238,정상,054-531-2679,유선,True,영업중,2013-01-24,5,5,1,1,1,5,5110000,2023-02-17 17:16:26
258,PHMB520155110034042500001,동방용역,경상북도,상주시,경상북도 상주시 식산로 165(서곡동),경상북도 상주시 서곡동 41-3,37243,36.410683,128.1825,정상,054-535-0091,유선,True,영업중,2015-05-11,5,3,0,1,1,5,5110000,2021-11-05 17:34:24
259,PHMB519995110034042500001,삼백환경개발,경상북도,상주시,경상북도 상주시 경상대로 2909 (낙양동),경상북도 상주시 낙양동 152번지 7호,37202,36.407008,128.149603,정상,054-535-8556,유선,True,영업중,1999-01-11,5,5,1,1,1,5,5110000,2023-02-17 17:25:38
260,PHMB520155110034042500002,상산인력.환경,경상북도,상주시,경상북도 상주시 상산로 353 (냉림동),,37169,36.422598,128.158771,정상,054-534-3252,유선,True,영업중,2015-06-15,5,3,1,1,1,5,5110000,2019-07-31 15:10:49
261,PHMB520265110034042500002,쓸GO닦GO,경상북도,상주시,"경상북도 상주시 성동2길 18, 1층 (성동동)",경상북도 상주시 성동동 233-19,37193,36.413983,128.165884,정상,,없음,False,영업중,2026-07-03,6,3,0,2,3,5,5110000,2026-07-07 13:29:25
262,PHMB520185110034042500001,에코클린 시스템,경상북도,상주시,경상북도 상주시 상산새싹길 5 (서성동),,37179,36.419059,128.16088,정상,,없음,False,영업중,2018-02-21,5,3,0,1,2,5,5110000,2019-01-21 11:05:09
263,PHMB520115110034042500003,제로시스템,경상북도,상주시,경상북도 상주시 구두실길 25(서곡동),경상북도 상주시 서곡동 129,37243,36.400039,128.176606,정상,054-533-9919,유선,True,영업중,2011-09-27,5,3,1,3,1,5,5110000,2021-10-27 16:52:19
264,PHMB520125110034042500003,주식회사 대운,경상북도,상주시,경상북도 상주시 삼백로 58-19 (무양동),경상북도 상주시 무양동 287번지 11호,37183,36.417688,128.150319,정상,054-534-1635,유선,True,영업중,2012-09-06,5,5,1,1,1,5,5110000,2023-02-17 17:18:54
265,PHMB520205110034042500002,주식회사 신나는 빗자루,경상북도,상주시,경상북도 상주시 남문2길 88 (성동동),경상북도 상주시 성동동 228-2,37193,36.414084,128.164737,정상,,없음,False,영업중,2020-08-05,5,6,0,2,10,5,5110000,2023-02-17 17:00:02
266,PHMB520175110034042500001,주식회사 태웅에이치엠,경상북도,상주시,경상북도 상주시 왕산로 42-16 (신봉동),,37220,36.407167,128.161674,정상,054-531-3400,유선,True,영업중,2017-02-07,5,3,0,1,1,5,5110000,2019-01-21 13:28:12
267,PHMB520125110034042500002,타워건설주식회사,경상북도,상주시,경상북도 상주시 아리랑고개1길 61-2 (계산동),경상북도 상주시 계산동 174번지 3호,37155,36.42965,128.170592,정상,054-534-2266,유선,True,영업중,2012-02-21,5,5,1,1,1,5,5110000,2023-02-17 17:20:35
268,PHMB520205110034042500003,현대개발,경상북도,상주시,"경상북도 상주시 남성로 86-9, 1층 (남성동)",경상북도 상주시 남성동 4-151,37195,36.415508,128.161396,정상,054-536-5558,유선,True,영업중,2020-08-11,5,93,0,1,2,5,5110000,2020-08-11 18:29:35
269,PHMB520265110034042500001,화우테크,경상북도,상주시,"경상북도 상주시 문무3길 42, 1층 (서문동)",경상북도 상주시 서문동 64-10,37185,36.417644,128.155053,정상,,없음,False,영업중,2026-04-06,5,3,0,2,2,5,5110000,2026-04-08 13:54:16
270,PHMB520235210013042500001,(주)이씨에스,경상북도,성주군,경상북도 성주군 성주읍 성주순환로2길 74,,40021,35.924117,128.285633,정상,,없음,False,영업중,2023-03-31,5,3,0,1,2,5,5210000,2024-03-26 10:35:57
271,PHMB520265210013042500001,씨씨에이치,경상북도,성주군,경상북도 성주군 성주읍 성주읍1길 19-5,경상북도 성주군 성주읍 경산리 771-5,40029,35.919839,128.28957,정상,,없음,False,영업중,2026-01-06,5,3,0,3,1,5,5210000,2026-01-07 18:22:11
272,PHMB520155210013042500002,예준산업,경상북도,성주군,경상북도 성주군 용암면 동락길 183,경상북도 성주군 용암면 동락리 710-2,40052,35.840429,128.362287,정상,054-933-8713,유선,True,영업중,2015-08-27,5,5,1,1,1,5,5210000,2022-04-11 11:53:36
273,PHMB520105210013042500001,주식회사 상원,경상북도,성주군,경상북도 성주군 성주읍 성주순환로2길 63 (강남빌),경상북도 성주군 성주읍 예산리 성주백전예산지구 9블록 6로트,40021,35.924226,128.284482,정상,,없음,False,영업중,2010-01-15,5,5,1,1,1,5,5210000,2023-11-15 15:11:51
274,PHMB519995070014042500003,(주)경북안전,경상북도,안동시,"경상북도 안동시 용상북1길 6, 씨동 106호 (용상동)",경상북도 안동시 용상동 1427번지 1호 씨동 106호,36711,36.561898,128.748122,정상,054-853-3322,유선,True,영업중,1999-10-01,5,5,1,1,1,5,5070000,2016-11-08 17:30:08
275,PHMB520245070014042500003,(주)동하기업,경상북도,안동시,"경상북도 안동시 맑은샘3길 7, 9호 (천리동, 일신아파트)",,36706,36.562714,128.727868,정상,,없음,False,영업중,2024-03-07,5,6,0,2,1,5,5070000,2024-03-08 14:59:25
276,PHMB520125070014042500002,(주)삼보종합관리,경상북도,안동시,경상북도 안동시 불무골1길 70 (태화동),경상북도 안동시 태화동 634번지 209호,36657,36.564805,128.707001,정상,054-854-1449,유선,True,영업중,2012-02-21,5,5,1,1,1,5,5070000,2015-07-30 11:36:53
277,PHMB520135070014042500004,(주)세스코 경북북부지역단,경상북도,안동시,"경상북도 안동시 경동로 841, 2층 (용상동, CGV안동)",경상북도 안동시 용상동 1426번지 1호,36711,36.561134,128.749364,정상,054-8239-2124,유선,True,영업중,2013-07-30,25,9,1,6,1,5,5070000,2024-10-04 16:24:52
278,PHMB520115070014042500001,(주)안동산업,경상북도,안동시,경상북도 안동시 상지길 21 (신안동),경상북도 안동시 신안동 27번지 41호,36687,36.569894,128.73318,정상,054-859-6244,유선,True,영업중,2011-10-26,5,5,1,1,1,5,5070000,2015-07-30 09:35:08
279,PHMB520235070014042500007,(주)천국박스,경상북도,안동시,"경상북도 안동시 중앙시장4길 26-8, 1호,3호 (옥야동)","경상북도 안동시 옥야동 284-14 1호,3호",36698,36.564573,128.72344,정상,054-858-0607,유선,True,영업중,2023-09-04,5,3,0,1,1,5,5070000,2024-05-28 20:10:46
280,PHMB520215070014042500001,(주)청림종합관리,경상북도,안동시,"경상북도 안동시 용상북1길 6, 에이스아울렛 A동 102호 (용상동)",경상북도 안동시 용상동 1427-7 에이스아울렛,36711,36.561463,128.748669,정상,,없음,False,영업중,2021-01-08,5,3,0,1,1,5,5070000,2021-01-08 17:30:18
281,PHMB520205070014042500005,(주)태진산업,경상북도,안동시,"경상북도 안동시 풍산읍 괴정2길 100, 1동 1층",경상북도 안동시 풍산읍 괴정리 668-1,36619,36.603631,128.533642,정상,,없음,False,영업중,2020-11-03,5,3,0,1,1,5,5070000,2020-11-03 14:52:52
282,PHMB520265070014042500004,(주)태하종합관리,경상북도,안동시,경상북도 안동시 평화윗길 94 (평화동),경상북도 안동시 평화동 372-17,36647,36.570032,128.714934,정상,054-859-6244,유선,True,영업중,2026-09-02,12,3,5,3,1,12,5070000,2026-09-03 17:59:00
283,PHMB520175070014042500003,(주)태흥산업,경상북도,안동시,"경상북도 안동시 도투말길 60, 1층 (정상동)",경상북도 안동시 정상동 103번지,36753,36.544219,128.755692,정상,054-855-0366,유선,True,영업중,2017-05-04,5,3,0,1,1,5,5070000,2017-05-04 14:59:59
284,PHMB520245070014042500004,S-클린,경상북도,안동시,경상북도 안동시 풍산읍 장터중앙길 1,,36621,36.577363,128.576083,정상,,없음,False,영업중,2024-05-23,6,3,0,1,2,5,5070000,2024-09-30 17:53:53
285,PHMB520175070014042500004,SG환경,경상북도,안동시,"경상북도 안동시 전거리3길 79, 1층 101호 (용상동)",경상북도 안동시 용상동 1604번지 11호,36716,36.557739,128.746732,정상,,없음,False,영업중,2017-05-19,6,3,0,1,2,6,5070000,2017-05-19 17:03:30
286,PHMB520185070014042500002,경도방역공사,경상북도,안동시,"경상북도 안동시 경동로 651, 가락회관 1층 (남문동)",경상북도 안동시 남문동 194-9,36699,36.56336,128.729173,정상,,없음,False,영업중,2018-12-05,5,3,0,1,1,5,5070000,2024-03-07 10:17:54
287,PHMB520205070014042500002,경북 클린 엔젤스,경상북도,안동시,"경상북도 안동시 풍산읍 풍산태사로 1063, 1층",경상북도 안동시 풍산읍 하리리 254-7,36621,36.57753,128.574169,정상,,없음,False,영업중,2020-07-30,5,3,0,1,1,5,5070000,2020-07-31 14:09:08
288,PHMB520195070014042500003,경북안동지역자활센터,경상북도,안동시,"경상북도 안동시 옥동1길 29, 2층 (옥동)",경상북도 안동시 옥동 984번지 15호,36664,36.559087,128.700178,정상,,없음,False,영업중,2019-09-18,7,3,0,2,0,8,5070000,2021-06-30 10:14:33
289,PHMB520215070014042500007,나눔건축주식회사,경상북도,안동시,"경상북도 안동시 경북대로 679, 나동 (송현동)",경상북도 안동시 송현동 106-4,36632,36.589179,128.700525,정상,054-856-5211,유선,True,영업중,2021-04-14,5,3,0,1,1,5,5070000,2021-04-14 14:51:55
290,PHMB520255070014042500006,남반장,경상북도,안동시,경상북도 안동시 강남14길 65 (정상동),경상북도 안동시 정상동 759-10,36753,36.549678,128.737046,정상,054-805-8900,유선,True,영업중,2025-12-04,2,3,0,1,1,2,5070000,2026-01-05 17:15:13
291,PHMB520225070014042500004,녹색방역,경상북도,안동시,경상북도 안동시 서경지2길 6(태화동),경상북도 안동시 태화동 184-46,36676,36.561438,128.714252,정상,054-822-8002,유선,True,영업중,2022-09-01,5,3,0,1,1,5,5070000,2023-11-13 10:21:16
292,PHMB520255070014042500003,느루 환경,경상북도,안동시,"경상북도 안동시 금곡아랫길 32, 금곡용마아파트 2층 3호 (금곡동)",경상북도 안동시 금곡동 7-1 금곡용마아파트,36690,36.56912,128.721503,정상,,없음,False,영업중,2025-03-10,5,3,0,1,1,5,5070000,2025-03-11 09:25:10
293,PHMB520265070014042500001,대각산업(주),경상북도,안동시,"경상북도 안동시 대석3길 10, 2층 (대석동)",경상북도 안동시 대석동 133-3,36696,36.566177,128.725806,정상,,없음,False,영업중,2026-02-03,5,3,0,1,1,5,5070000,2026-02-09 20:25:20
294,PHMB520105070014042500001,동광기업,경상북도,안동시,경상북도 안동시 동흥2길 10 (운흥동),경상북도 안동시 운흥동 211번지,36705,36.564111,128.73503,정상,054-841-1331,유선,True,영업중,2010-03-22,5,5,1,1,1,5,5070000,2011-10-30 13:52:18
295,PHMB520195070014042500002,드론코리아아카데미,경상북도,안동시,"경상북도 안동시 하이마로 34, 1층 (송현동)",경상북도 안동시 송현동 664-17,36636,36.571994,128.679057,정상,054-822-8284,유선,True,영업중,2019-03-12,5,3,0,1,1,5,5070000,2021-12-31 18:14:24
296,PHMB520235070014042500005,모든방역,경상북도,안동시,"경상북도 안동시 중앙로 54, 602호 (동부동)",경상북도 안동시 동부동 114-1,36701,36.564903,128.732413,정상,,없음,False,영업중,2023-03-30,5,3,0,1,1,5,5070000,2023-03-30 16:55:48
297,PHMB520255070014042500004,모든솔루션,경상북도,안동시,"경상북도 안동시 풍천면 천년숲서로 43-16, 코아루프라임시티오피스텔2차 211호",경상북도 안동시 풍천면 갈전리 1631 코아루프라임시티오피스텔2차,36759,36.573368,128.501664,정상,,없음,False,영업중,2025-04-04,5,3,0,1,1,5,5070000,2025-04-07 09:44:11
298,PHMB520265070014042500002,방역의 신,경상북도,안동시,"경상북도 안동시 태화중앙로 94-1, 1층 (태화동)",경상북도 안동시 태화동 184-32,36676,36.560685,128.713663,정상,,없음,False,영업중,2026-04-22,5,3,0,1,1,5,5070000,2026-04-22 17:06:37
299,PHMB519995070014042500004,변방용역,경상북도,안동시,경상북도 안동시 석수1길 13 (안기동),경상북도 안동시 안기동 248번지,36626,36.579813,128.715944,정상,054-855-4771,유선,True,영업중,1999-10-01,5,5,1,1,1,5,5070000,2020-03-25 16:51:16
300,PHMB520175070014042500005,삼화건설(주),경상북도,안동시,경상북도 안동시 전거리3길 63-29 (용상동),,36716,36.558855,128.746492,정상,,없음,False,영업중,2017-05-26,5,3,0,1,1,5,5070000,2017-05-26 15:46:18
301,PHMB520235070014042500002,서울우유 안동급식고객센터,경상북도,안동시,"경상북도 안동시 강남로 47-1, B동 102호 (수상동)",경상북도 안동시 수상동 241-5,36744,36.549057,128.706623,정상,,없음,False,영업중,2023-02-15,5,3,0,1,1,5,5070000,2023-02-16 10:30:17
302,PHMB520235070014042500009,신녹색,경상북도,안동시,"경상북도 안동시 태화중앙로 92, 2층 (태화동)",경상북도 안동시 태화동 227-1,36676,36.560417,128.713549,정상,054-822-8001,유선,True,영업중,2023-12-15,5,3,0,1,1,5,5070000,2024-04-05 16:14:58
303,PHMB519995070014042500001,안동방역공사,경상북도,안동시,경상북도 안동시 문화광장길 12-1 (남부동),경상북도 안동시 남부동 244번지 1호,36700,36.56376,128.730366,정상,054-852-8982,유선,True,영업중,1999-10-01,5,5,1,1,1,5,5070000,2012-02-16 15:07:07
304,PHMB520235070014042500001,안동시니어클럽해피클린,경상북도,안동시,경상북도 안동시 맑은샘길 37(운흥동),경상북도 안동시 운흥동 278-38,36706,36.562032,128.727701,정상,,없음,False,영업중,2023-02-14,5,4,1,2,2,5,5070000,2023-02-14 18:11:03
305,PHMB520215070014042500008,안동주택관리,경상북도,안동시,"경상북도 안동시 태화중앙로 82, 1층 남쪽호 (태화동)",경상북도 안동시 태화동 227-7,36676,36.559582,128.713133,정상,,없음,False,영업중,2021-06-18,5,3,0,1,1,5,5070000,2022-01-21 17:56:26
306,PHMB520205070014042500001,에어셰프,경상북도,안동시,"경상북도 안동시 맑은샘5길 5, 2층 1호 (운흥동)",경상북도 안동시 운흥동 251번지 11호,36706,36.562444,128.728745,정상,,없음,False,영업중,2020-03-09,5,3,0,1,1,5,5070000,2020-03-10 12:55:36
307,PHMB520235070014042500003,에코키즈세이프,경상북도,안동시,"경상북도 안동시 태화중앙로 58, 1층 (태화동)",경상북도 안동시 태화동 482-6,36675,36.558548,128.711071,정상,,없음,False,영업중,2023-03-22,5,3,0,1,1,5,5070000,2023-03-22 18:26:49
308,PHMB520225070014042500001,와우방역,경상북도,안동시,"경상북도 안동시 합전1길 36, 2층 (송현동)",경상북도 안동시 송현동 263-1,36642,36.57151,128.699511,정상,,없음,False,영업중,2022-03-04,5,3,0,1,1,5,5070000,2025-03-13 15:43:21
309,PHMB520245070014042500005,우진산업,경상북도,안동시,"경상북도 안동시 북후면 북평로 847, 2층",,36614,36.682868,128.700813,정상,,없음,False,영업중,2024-08-14,5,3,0,1,1,5,5070000,2025-07-03 18:05:37
310,PHMB520215070014042500012,원크린케어,경상북도,안동시,"경상북도 안동시 합전4길 11, 1층 (송현동)",경상북도 안동시 송현동 294,36642,36.569741,128.699791,정상,,없음,False,영업중,2021-12-21,5,3,0,1,1,5,5070000,2021-12-22 10:53:32
311,PHMB520255070014042500005,자광개발(주),경상북도,안동시,"경상북도 안동시 서경지길 27, 1층 2호 (태화동)",경상북도 안동시 태화동 227-38,36676,36.560012,128.713833,정상,070-7766-3648,인터넷전화,True,영업중,2025-10-27,5,3,0,1,1,5,5070000,2025-10-27 17:05:01
312,PHMB520205070014042500004,정담청소용역,경상북도,안동시,"경상북도 안동시 광명로 206-15, 삼성베스트캐슬 1층 108호 (옥동)",경상북도 안동시 옥동 619-6 삼성베스트캐슬,36665,36.562634,128.705959,정상,,없음,False,영업중,2020-10-20,5,3,0,1,1,5,5070000,2021-01-26 18:04:30
313,PHMB520105070014042500002,제로시스템,경상북도,안동시,경상북도 안동시 용상시장6길 17 (용상동),경상북도 안동시 용상동 1466번지 18호,36716,36.558588,128.749171,정상,054-822-9100,유선,True,영업중,2010-09-06,5,5,1,1,1,5,5070000,2011-10-30 13:51:10
314,PHMB520215070014042500009,주)클린엔젤스,경상북도,안동시,"경상북도 안동시 풍산읍 풍산태사로 1063, 1층 101호",경상북도 안동시 풍산읍 하리리 254-7,36621,36.57753,128.574169,정상,054-852-5901,유선,True,영업중,2021-08-06,5,3,0,1,1,5,5070000,2021-08-06 11:56:33
315,PHMB520235070014042500008,주식회사 경남물산,경상북도,안동시,"경상북도 안동시 대석길 31, 2층 (대석동)",경상북도 안동시 대석동 267-7,36696,36.566259,128.72659,정상,054-857-4249,유선,True,영업중,2023-09-14,5,3,0,1,1,5,5070000,2024-07-03 13:14:19
316,PHMB520195070014042500001,주식회사 만표기업,경상북도,안동시,경상북도 안동시 아늑1길 4 (정상동),경상북도 안동시 정상동 751번지,36753,36.542004,128.737475,정상,054-852-7482,유선,True,영업중,2019-03-12,5,3,0,1,1,5,5070000,2023-03-09 10:27:26
317,PHMB520245070014042500002,주식회사 미래로,경상북도,안동시,"경상북도 안동시 중앙로 45, 3층 (삼산동)",경상북도 안동시 삼산동 93-10,36701,36.565433,128.731636,정상,054-853-4069,유선,True,영업중,2024-01-10,5,3,0,1,1,5,5070000,2025-09-10 15:19:27
318,PHMB520235070014042500004,주식회사 바른기업,경상북도,안동시,"경상북도 안동시 안기1길 34, 1층 102-1호 (안기동)",경상북도 안동시 안기동 173-6,36629,36.574004,128.717479,정상,,없음,False,영업중,2023-03-29,5,3,0,1,1,5,5070000,2023-03-29 15:22:33
319,PHMB520225070014042500002,주식회사 바이영,경상북도,안동시,"경상북도 안동시 광명로 212-10, 금잔디어린이집 4층 (옥동)",경상북도 안동시 옥동 619-12 금잔디어린이집,36665,36.563218,128.705971,정상,,없음,False,영업중,2022-08-09,5,3,0,1,1,5,5070000,2025-06-18 16:27:00
